Code,Parent,Name_en
"29207196","31190","Fire service technician"
"29207198","31160","Dyes and varnishes technician"
"29207199","31140","Measurement, control and steering technologist | Measurement, control and steering technologi"
"29207201","30000","Technical supporter"
"29207203","31122","Fire protection technician"
"29207205","31160","Electroplating technician"
"29207207","31190","Radiation protection technician"
"29207208","31152","System technologist"
"29207211","31140","Hardware technician"
"29207213","35120","IT technician"
"29207214","31183","Kitchen technologist"
"29207217","31153","Process technician"
"29207219","34350","Event technician"
"29207239","31190","Polygraph technician"
"29207247","35110","Ic technician"
"29207248","81430","Packaging technologist"
"29207260","31190","Plc technician"
"29207344","81310","Chemical and pharmaceutical process technologist | Chemical and pharmaceutical process technolo"
"29301002","31182","Building construction draughtsman | Building construction draughtswoman"
"29301003","31182","Civil engineering draughtsman | Civil engineering draughtswoman"
"29301004","31182","Structural draughtsman | Structural draughtswoman"
"29301005","31182","Landscape draughtsman | Landscape draughtswoman"
"29301006","31182","Architectural draftsman | Architectural draftswoman"
"29301007","31182","Structural concrete draughtsman | Structural concrete draughtswoman"
"29301008","31182","Reinforced concrete draughtsman | Reinforced concrete draughtswoman"
"29301022","31182","Architectural draughtsman | Architectural draughtswoman"
"29301023","31182","Draughtsman, civil engineering | Draughtswoman, civil engineering"
"29302001","31182","Land use planning draughtsman | Land use planning draughtswoman"
"29302002","31184","Surveying engineering draughtsman | Surveying engineering draughtswoman"
"29302003","31184","Cadastral draughtsman | Cadastral draughtswoman"
"29302005","96290","Surveying engineering assistant"
"29303001","31180","Design draughtsman | Design draughtswoman"
"29304001","31182","Metal construction engineering draughtsman | Metal construction engineering draughtswoman"
"29304002","31182","Metal construction draughtsman | Metal construction draughtswoman"
"29304003","31182","Steel construction draughtsman | Steel construction draughtswoman"
"29305006","31181","Machine draughtsman | Machine draughtswoman"
"29306001","31183","Sanitary draughtsman | Sanitary draughtswoman"
"29306003","31183","Ventilation draughtsman | Ventilation draughtswoman"
"29306004","31183","Heating draughtsman | Heating draughtswoman"
"29306005","31183","Refrigeration systems draughtsman | Refrigeration systems draughtswoman"
"29306009","31183","Building technology planner"
"29307001","34320","Interior fitting draughtsman | Interior fitting draughtswoman"
"29308004","31183","Electrical draughtsman | Electrical draughtswoman"
"29309001","31181","Embroidery draughtsman | Embroidery draughtswoman"
"29309006","31181","Draughtsman | Draughtswoman"
"29309007","31180","Draughtsperson"
"29309008","31182","Furniture designer"
"29309012","31180","Plans designer"
"29309016","26320","Archaeological draughtsman | Archaeological draughtswoman"
"29309020","31180","Cad draughtsman | Cad draughtswoman"
"29309028","31180","Cad draftsperson"
"29309035","31181","Watch draughtsman | Watch draughtswoman"
"29309036","31180","Industrial designer"
"29401001","13210","Technical operations director"
"29401003","31220","Manager technical office"
"29401004","13210","Chief technical officer"
"29401006","13210","Technical plant manager"
"29401010","13200","Chief of the technical service"
"29401011","13200","Technical manager"
"29402008","31190","Quality expert"
"29402009","31190","Project manager, production planning"
"29402015","31190","Production calculator"
"29402016","43110","Offer calculator"
"29402019","31190","Cost calculator"
"29402020","43110","Price calculator"
"29402023","43220","Operating expert"
"29402028","43220","Work scheduler"
"29402029","31190","Technical calculator"
"29402035","43220","Order planner"
"29402043","43220","Production clerk, planning and control"
"29402045","31190","Calculator"
"29402050","43220","Production controller"
"29402053","24220","Risk controller"
"29403001","31220","Shift leader"
"29403011","31220","Workshop manager"
"29403015","31220","Master workman"
"29403018","31230","Foreman"
"29403029","31220","Team leader (workshop)"
"29403030","31220","Shift leader fabrication"
"29403052","31220","Industrial production manager"
"29403060","31220","Industry master"
"29403062","31220","Shift supervisor"
"29405002","34320","Exhibition stand builder"
"29405004","73112","Calibrator"
"29405009","31112","Metallurgical laboratory assistant"
"29405020","31130","Electrical designer"
"29405028","31190","Energy consultant"
"29405031","33220","Packaging consultant"
"29405032","31000","Technical expert"
"29405033","75430","Apparatus inspector"
"29405034","31170","Metal tester"
"29405037","31122","Fire prevention consultant"
"29405044","31190","Laser operator"
"29405050","31122","Solar installation specialist"
"29405056","31112","Physics technician"
"29405057","31130","Electrical planner"
"29405058","24331","Technical consultant"
"29405078","31190","Energy planner"
"29405086","31122","Fire protection expert"
"29405087","21640","Traffic planner"
"29405090","31112","Metallographer"
"29405113","52220","Office machine specialist"
"29405114","31190","Laser specialist"
"29405116","82100","Production line operator"
"29405129","24310","Product development specialist"
"29405133","25112","Technology consultant"
"29405137","75430","Materials testing specialist"
"29405139","81890","Snow cannon operator"
"29501002","31310","Electric power station operator"
"29501003","31320","Hydro-electric power station operator"
"29501004","31310","Electricity station operator"
"29501006","31310","Power-station worker"
"29501007","31310","Plant operator, power production"
"29501008","31310","Plant operator, power distribution"
"29501015","31310","Nuclear power plant operator"
"29501016","31310","Shift leader electric power station"
"29501018","31310","Shift leader hydro-electric power station"
"29502001","83431","Building crane operator"
"29502002","83422","Construction equipment operator"
"29502004","83422","Civil engineering plant operator"
"29502011","83422","Excavator operator"
"29502013","83422","Floater dredge operator"
"29502015","83422","Building machine operator"
"29502016","83421","Road construction equipment operator"
"29502021","83422","Drilling machine operator (construction)"
"29502023","83422","Bulldozer operator"
"29502024","83422","Rammer"
"29502029","83422","Construction machine operator"
"29502032","83422","Digger operator"
"29502038","83422","Caterpillar operator"
"29503001","83431","Crane driver"
"29503007","83431","Crane machinist"
"29503008","83431","Truck-mounted crane operator"
"29503009","83431","Crane operator"
"29503018","83431","Tire wheel crane"
"29504001","75230","Furniture production machine operator"
"29504002","75230","Wood milling machines operator"
"29504003","75230","Woodworking machines operator"
"29504004","75230","Joinery machine operator"
"29504005","75230","Cabinetmaker-machinist"
"29505001","81000","Apparatus operator"
"29505008","81000","Machinist"
"29505035","83410","Forestry machine operator"
"29505036","83422","Snow groomer driver"
"29505037","81890","Pump machinist"
"29505040","83410","Agricultural machinery driver"
"29506011","81820","Stoker"
"29506022","31320","Heating plant operator"
"29507006","71261","Tank inspector"
"29507029","31310","Reactor operator"
"29507053","71261","Fuel tank inspector"
"31101004","33230","Buyer"
"31101006","33230","Material purchaser"
"31101010","33230","Assistant merchandiser"
"31101011","33230","Timber buyer"
"31101012","33230","Technical purchaser"
"31101015","33230","Ironware buyer"
"31101016","33230","Purchasing agent, food industry"
"31101017","33230","Sporting goods buyer"
"31101018","33230","Electronic apparatus buyer"
"31101019","33230","Purchasing agent, watch industry"
"31101020","33230","Packaging buyer"
"31101021","33230","Print buyer"
"31101022","33230","Cattle buyer"
"31101023","33230","Beverage buyer"
"31101024","33230","Footwear buyer"
"31101027","33230","Flower buyer"
"31101028","33230","Raw material buyer"
"31101029","33230","Fashion buyer"
"31101031","33230","Tobacco buyer"
"31101032","33230","Wine buyer"
"31101033","33230","Purchasing agent, technical products"
"31101034","33230","Book purchaser"
"31101036","33230","Meat buyer"
"31101037","33230","Medicine purchasing agent"
"31101044","33230","Purchasing agent, hotel industry"
"31101046","33230","Purchasing agent, informatics"
"31101056","33230","Milk buyer"
"31101059","33230","Purchasing agent, textiles"
"31101065","33230","Supply coordinator"
"31101071","44190","Purchasing agent"
"31101074","33230","Pharmaceuticals buyer"
"31101075","33230","Furniture buyer"
"31101076","33230","Purchasing agent, non-food"
"31101077","33230","Purchasing agent, engines"
"31101078","33230","Jewelry purchasing agent"
"31101079","33230","Tools purchasing agent"
"31101080","33230","Purchasing agent, office supplies"
"31101081","33230","Purchasing agent, chemical products"
"31101082","33230","Purchasing agent, watches"
"31101083","33230","Purchasing agent, carpet"
"31101084","33230","Purchasing agent, furs"
"31101085","33230","Purchasing agent, leather"
"31101086","33230","Purchasing agent, household appliance"
"31101087","33230","Purchasing agent, toys"
"31101088","33230","Purchasing agent, agricultural machinery"
"31101089","33230","Purchasing agent, coffee"
"31101090","33230","Purchasing agent, textiles sector"
"31101091","33230","Cheese buyer"
"31101093","13240","Lead buyer"
"31102001","52110","Kiosk salesperson"
"31102002","52230","Salesperson"
"31102006","52230","Shoe seller"
"31102007","52230","Colours seller"
"31102008","52230","Leather goods seller"
"31102009","52230","Records seller"
"31102010","52230","Flower vendor"
"31102011","52230","Gardening equipment seller"
"31102012","52230","Toys seller"
"31102013","52230","Furniture seller"
"31102015","52230","Car spare seller"
"31102016","52230","Ironware seller"
"31102017","52230","Tobacco seller"
"31102018","52230","Carpet seller"
"31102019","52230","Textiles seller"
"31102020","52230","Household appliance seller"
"31102021","52230","Entertainment electronics seller"
"31102022","52230","Food seller"
"31102023","52230","Household articles seller"
"31102024","52230","Sporting goods seller"
"31102025","52230","Medical supplies seller"
"31102026","52230","Charcuterie seller"
"31102027","52230","Bakery products seller"
"31102031","52230","Patisserie seller"
"31102032","52230","Stationery store salesman | Stationery store saleswoman"
"31102033","52230","Perfume salesman | Perfume saleswoman"
"31102038","52230","Newspaper vendor"
"31102039","52460","Ice cream salesman | Ice cream saleswoman"
"31102040","52230","Car salesman | Car saleswoman"
"31102043","52230","Department store salesman | Department store saleswoman"
"31102050","52230","Antique shop salesman | Antique shop saleswoman"
"31102051","52230","Butcher shop salesman | Butcher shop saleswoman"
"31102052","52230","Boutique salesman | Boutique saleswoman"
"31102053","52230","Souvenir seller"
"31102054","52110","Market seller"
"31102055","52230","Electrical appliance salesman | Electrical appliance saleswoman"
"31102056","52230","Handicraft salesman | Handicraft saleswoman"
"31102057","52230","Fashion salesman | Fashion saleswoman"
"31102059","52230","Seller specialised in photography"
"31102061","52230","Computer seller"
"31102063","52230","Watches salesman | Watches saleswoman"
"31102064","52230","Seller of building materials"
"31102065","52230","Cosmetic salesman | Cosmetic saleswoman"
"31102067","52230","Clothing seller"
"31102070","52230","Gaming machines seller"
"31102073","52230","Confectionery seller"
"31102075","52230","Fish seller"
"31102078","24331","Construction machines salesman | Construction machines saleswoman"
"31102079","52230","Metal fittings seller"
"31102080","52230","Textiles salesman | Textiles saleswoman"
"31102081","52230","Optician (eyeglass salesman) | Optician (eyeglass saleswoman)"
"31102083","52230","Ski salesman | Ski saleswoman"
"31102084","52230","Software salesman | Software saleswoman"
"31102085","52230","Glassware seller"
"31102086","52230","Wine seller"
"31102087","52230","Metalware seller"
"31102089","52230","Retail trade salesman | Retail trade saleswoman"
"31102090","52230","Fishing tackle salesman | Fishing tackle saleswoman"
"31102091","24331","Engines salesman | Engines saleswoman"
"31102095","52230","Sanitary ware salesman | Sanitary ware saleswoman"
"31102096","52230","Jewellery salesman | Jewellery saleswoman"
"31102098","52230","Ladies' wear seller"
"31102099","52230","Drugstore salesperson"
"31102102","52230","Handmade articles seller"
"31102103","52230","Men's wear seller"
"31102104","52230","Ready-to-wear clothing seller"
"31102107","52230","Health food seller"
"31102110","52230","Jewellery and watches salesman | Jewellery and watches saleswoman"
"31102111","52230","Food salesman | Food saleswoman"
"31102118","52230","Meat seller/butcher"
"31102141","52220","Sales supervisor"
"31102143","52110","Kiosk manager"
"31102152","52230","Meat salesman | Meat saleswoman"
"31102153","52230","Sausage seller"
"31102156","52230","Retail employee"
"31102159","52230","Oriental carpet salesman | Oriental carpet saleswoman"
"31102178","52230","Seller of zoological articles"
"31102204","33220","Sales consultant"
"31102210","52220","Bakery-patisserie-confectionery sales specialist | Bakery-patisserie-confectionery sales specia"
"31102224","52230","Agricultural machinery salesman | Agricultural machinery saleswoman"
"31102225","52230","Dairy products seller"
"31102228","52230","Electronics salesman | Electronics saleswoman"
"31102230","52230","Fruit and vegetable seller"
"31102232","52230","Petty wares seller"
"31102235","12211","Sales manager"
"31102238","33220","Pre-sales consultant"
"31102239","52230","Sales assistant"
"31102277","52230","Lingerie seller"
"31102279","52230","Non food salesman | Non food saleswoman"
"31102286","12211","Sales executive"
"31102287","33220","Sales representative"
"31102288","52120","Hot chestnut vendor"
"31102335","52230","Porcelain seller"
"31102338","52230","Retail assistant"
"31102367","52230","Retail professional"
"31102429","52230","Optics salesman | Optics saleswoman"
"31102432","52460","Kebab seller"
"31103005","52300","Ticket cashier"
"31103008","52300","DistrICT cashier | District cashier"
"31103012","52300","Cashier (money change)"
"31103015","52300","Collector (cashier)"
"31103017","42112","Teller (cashier)"
"31103022","52300","Cinema cashier"
"31103024","52300","Department store cashier"
"31103025","52300","Counter cashier"
"31103027","52300","Store cashier"
"31103030","52300","Box office cashier"
"31103039","52300","Cashier"
"31103045","52300","Service station cashier"
"31104002","13490","Publishing house manager"
"31104004","52210","Retail bookseller"
"31104006","52210","Bookseller"
"31104007","52210","Antiquarian bookseller"
"31104008","13490","Publishing director"
"31104010","13490","Art publisher"
"31104011","13490","Newspaper publisher"
"31104013","13490","Publishing house clerk"
"31104020","13490","Music publisher"
"31104021","13490","Publisher"
"31104029","13210","Publications manager"
"31105001","52231","Druggist"
"31106001","52210","Zoological articles trader"
"31106003","33240","Cattle-dealer"
"31106006","33240","Dealer in pigs"
"31106010","33240","Horse dealer"
"31106011","52210","Small animal dealer"
"31106012","33240","Poulterer"
"31107002","52420","Cosmetic presenter"
"31107005","24331","Sales technician"
"31107007","52420","Presenter"
"31107009","52420","Demonstrator"
"31107010","52430","Pedlar"
"31107011","95200","Street hawker"
"31107022","52420","Promoter"
"31107029","52440","Call centre salesperson"
"31107034","33390","Advertising sales agent"
"31107035","12211","Area sales manager"
"31107036","52430","Tupperware sales consultant"
"31107056","52110","Showman | Show-woman"
"31107064","33220","Sales coordinator"
"31107068","52440","Telemarketing agent"
"31108001","33220","Travelling salesman | Travelling saleswoman"
"31108009","24332","Medical sales representative"
"31108010","33220","Commercial traveller"
"31108011","33220","Field staff"
"31108013","44192","After-sales service adviser"
"31108028","31420","Fieldman | Fieldwoman"
"31108048","33220","Publisher's representative"
"31108051","33220","Food sales representative"
"31108052","33220","Beverage sales representative"
"31108054","24331","Machine sales representative"
"31108055","24331","Agricultural machinery representative"
"31108056","24332","Medical representative"
"31108057","33220","Textile sales representative"
"31108058","33220","Wine sales representative"
"31108063","44192","Customer service clerk"
"31108064","13420","Medical manager"
"31109005","14200","Wholesaler"
"31109006","33240","Merchant"
"31109007","33240","Agribusiness trader"
"31109008","13490","Gallery manager"
"31109010","52210","Retailer"
"31109013","52210","Shopkeeper"
"31109016","24331","Technical salesperson"
"31109025","33240","Fuel dealer"
"31109027","24340","Commercial employee in IT"
"31109028","75110","Fishmonger"
"31109031","41100","Textile trader"
"31109032","96120","Scrap metal merchant"
"31109038","52210","Jewellery goods merchant"
"31109039","52210","Office supplies merchant"
"31109040","52210","Household goods merchant"
"31109048","33240","Mineral oil trader"
"31109050","33240","Art dealer"
"31109051","52210","Bicycle dealer"
"31109053","52210","Beverage trader"
"31109056","52210","Shoe merchant"
"31109057","96110","Rag dealer"
"31109066","52210","Retail dealer"
"31109068","33240","Ironmonger"
"31109069","96110","Scrap iron trader"
"31109070","52210","Flower dealer"
"31109071","33240","Cheesemonger"
"31109072","52210","Fruit merchant"
"31109073","52210","Toy dealer"
"31109074","52210","Newsagent"
"31109075","52210","Greengrocer"
"31109076","52210","Sewing machines trader"
"31109077","33220","Agricultural machinery trader"
"31109078","52210","Furniture dealer"
"31109079","52210","Motorcycle dealer"
"31109082","52210","Tyre dealer"
"31109086","52210","Spirituous beverages dealer"
"31109087","52210","Tobacco trader"
"31109088","52210","Carpet dealer"
"31109089","52210","Draper"
"31109090","52210","Stamp dealer"
"31109092","52210","Bike dealer"
"31109094","33240","Wine merchant"
"31109105","33240","Metal trader"
"31109106","52210","Watch trader"
"31109107","33240","Precious metal dealer"
"31109108","33240","Raw material trader"
"31109109","52210","Wool merchant"
"31109110","52210","Electronics trader"
"31109111","33240","Precious stones dealer"
"31109112","52210","Eggler"
"31109113","33240","Grain merchant"
"31109114","52210","Spice dealer"
"31109115","52210","Glass merchant"
"31109116","33240","Bullion dealer (gold dealer)"
"31109123","33240","Building materials dealer"
"31109124","33240","Boat dealer"
"31109126","44192","Chemicals trader"
"31109127","52210","Bicycles and motorcycles trader"
"31109128","52210","Music trader"
"31109129","52210","Sporting goods dealer"
"31109130","13490","Gallery owner"
"31109131","33240","Coffee trader"
"31109132","33240","Car accessories dealer"
"31109133","14200","Car dealer"
"31109136","33240","Steel trader"
"31109149","33240","Tradesman | Tradeswoman"
"31109152","33240","Dealer"
"31109153","33240","Merchandiser"
"31109155","52210","Fur trader"
"31109156","52210","Grocer"
"31109157","13490","Gallerist"
"31109160","26330","Philatelist"
"31109161","52210","Junk dealer"
"31109169","33240","Machinery dealer"
"31109171","52210","Cotton dealer"
"31109173","24331","Technical merchant"
"31109174","52210","Retail merchant"
"31109195","33240","Building materials trader"
"31109200","52210","Arms dealer"
"31109201","52210","Fruit and vegetable merchant"
"31109202","52220","Shop manager"
"31109208","52210","Rack jobber"
"31109214","52210","Mussel dealer"
"31109216","52210","Silk dealer"
"31109218","33240","Oriental carpet dealer"
"31109219","33240","Oriental rug trader"
"31109220","33240","Rug merchant"
"31109224","52210","Coin dealer"
"32101002","33110","Broker"
"32101003","24120","Bank advisor"
"32101004","42112","Bank employee"
"32101005","33110","Stock broker"
"32101007","24120","Bank customer advisor"
"32101008","33110","Portfolio manager"
"32101011","24110","Bank inspector"
"32101012","24130","Bank analyst"
"32101014","33110","Currency dealer"
"32101018","42112","Bank clerk"
"32101022","33130","Securities accountant"
"32101025","33110","Security broker"
"32101027","33110","Equity trader"
"32101030","33110","Securities dealer"
"32101031","33110","Stock trader"
"32101032","42112","Bank assistant"
"32101035","41100","Back office employee"
"32101040","42112","Bank official in charge"
"32101042","33110","Securities specialist"
"32101044","13462","Bank branch manager"
"32101048","41200","Bank secretary"
"32101053","13461","Banking service manager"
"32101056","33120","Chief credit officer"
"32101063","43120","Loan officer"
"32101064","33110","Foreign exchange broker"
"32101078","33110","Derivatives products specialist (banking sector) | Derivatives products specialist (banking sec"
"32101080","33120","Loan consultant"
"32101081","33120","Credit expert"
"32101084","24120","Fund manager"
"32101085","33110","Securities administrator"
"32101086","43120","Securities official"
"32101089","24120","Banking consultant"
"32101090","25111","Business analyst"
"32101091","24130","Credit analyst"
"32101092","24130","Credit risk analyst"
"32101094","33110","Income trader"
"32101095","33120","Loans specialist"
"32101096","33110","Portfolio management assistant"
"32101099","42112","Banking expert"
"32101100","33110","Exchange dealer"
"32101101","24130","Securities analyst"
"32101114","33120","Credit manager"
"32102003","33210","Insurance agent"
"32102004","33210","Indemnity insurance agent"
"32102008","33150","Indemnity insurance inspector"
"32102009","33210","Insurance inspector"
"32102014","33150","Claims inspector"
"32102015","13462","General agent (insurance)"
"32103002","13461","Compensation fund manager"
"32103003","33210","Insurance broker"
"32103005","33150","Adjuster (insurance)"
"32103007","24130","Insurance analyst"
"32103012","33210","Insurance adviser"
"32103017","33210","Insurance expert"
"32103022","33210","Insurance consultant"
"32103024","43120","Clerk in charge (insurance)"
"32103029","43120","Insurance officer"
"32103034","13462","Health insurance manager"
"32103038","13462","Pension fund manager"
"32103040","33210","Senior underwriter"
"32103041","33210","Underwriter"
"32103042","24120","Pension advisor"
"32103050","33530","Social insurance expert"
"32103051","33210","Health insurance expert"
"32103052","12110","Retirement fund manager"
"32103053","33530","Pension fund expert"
"32103056","33530","Clerk in charge (pension)"
"32103057","43120","Clerk in charge (accident insurance)"
"32103061","33210","Reinsurer"
"32103064","33530","Retirement pension insurance expert"
"32103065","24130","Technical underwriter"
"32103074","33210","Insurance specialist"
"32103075","24130","Insurance risk analyst"
"32103076","34120","Case manager (insurance)"
"32103077","33150","Claims expert"
"32201001","12220","Account executive (advertising agency)"
"32201004","24310","Advertising expert"
"32201007","24310","Advertising specialist"
"32201009","24310","Advertising consultant"
"32201011","24310","Advertising counselor"
"32201012","24310","Propagandist"
"32201022","26410","Ad writer/copywriter"
"32201027","24310","Media coordinator"
"32201028","24310","Advertiser"
"32201029","12220","Advertising manager"
"32201030","24310","Advertising assistant"
"32201031","24310","Media planner"
"32201033","24310","Advertising coordinator"
"32201037","12220","Head of communications (advertising)"
"32202003","12220","Head of public relations"
"32202006","24320","Public relations officer"
"32202009","26410","Public relations editor"
"32202010","24320","Public relations assistant"
"32202011","24320","Public relations consultant"
"32202014","41200","Public relations secretary"
"32202016","12220","Public relations manager"
"32202017","12220","Pr manager"
"32203003","24310","Marketing man"
"32203004","24310","Direct marketing advisor"
"32203007","24310","Marketing consultant"
"32203009","24310","Marketing advisor"
"32203010","24310","Marketing assistant"
"32203012","24310","Marketing specialist"
"32203014","24310","Sales promoter"
"32203015","12220","Promotions manager"
"32203018","24310","Marketing agent"
"32203021","25130","Mediamatics technician"
"32203023","24310","Marketing planner"
"32203027","24310","Merchandiser (marketer)"
"32203028","24310","Marketer"
"32203029","24310","Marketing coordinator"
"32204001","21200","Pollster"
"32204004","42270","Interviewer"
"32204005","24310","Market researcher"
"32204006","24310","Market and opinion researcher"
"32204007","42270","Investigator (market and opinion research)"
"32204008","24310","Market research specialist"
"32204009","24310","Market analyst"
"32301001","42210","Travel agency clerk"
"32301002","42210","Travel consultant"
"32301005","14390","Travel agency manager"
"32301006","42210","Travel expert"
"32301007","42210","Travel agent"
"32301015","42210","Tour operator"
"32302002","51130","Tourist guide"
"32302007","34230","Mountain guide"
"32302008","42260","Hostess"
"32302009","51130","Travel guide"
"32302015","51130","Guide"
"32302020","51130","Museum tour guide"
"32302021","51130","Outdoor guide"
"32302022","51130","Event attendant"
"32302033","51130","Tour guide"
"32303001","42210","Holiday advisor"
"32303002","14310","Tourist office manager"
"32303003","42210","Tourist office secretary"
"32303009","42120","Croupier"
"32303024","42120","Casino shift manager"
"32303025","42120","Gaming manager"
"32401002","24110","Bank auditor"
"32401003","24110","Controller of accounts"
"32401005","24110","Expert accountant"
"32401012","24110","Auditor"
"32401018","24110","Comptroller"
"32401021","24110","Tax auditor"
"32401024","24110","Internal auditor"
"32401029","24110","Accountant officer"
"32401033","24110","External auditor"
"32402002","24110","Tax advisor"
"32402005","24110","Trustee"
"32402006","24110","Tax counsellor"
"32402015","24110","Fiduciary expert"
"32402016","24110","Tax expert"
"32402019","24110","Tax consultant"
"32402020","43110","Clerk in charge (fiduciary)"
"32402021","24110","Escrow controller"
"32402027","24110","Tax manager"
"32403003","24210","Executive consultant"
"32403004","24120","Financial advisor"
"32403009","24120","Investment consultant"
"32403011","24120","Investment advisor"
"32403016","24130","Financial engineer"
"32403017","24130","Financial analyst"
"32403018","24130","Financial specialist"
"32403023","24210","Industrial advisor"
"32403024","24210","Corporate advisor"
"32403026","12110","Financial manager"
"32403028","24130","Financial expert"
"32403029","24110","Treasurer"
"32403031","24130","Financial analyst and asset manager"
"32403035","33220","Commercial advisor"
"32403037","52230","Wine advisor"
"32403038","33220","Commercial consultant"
"32403039","24210","Business consultant"
"32403040","24320","Communication advisor"
"32403042","24120","Investment fund advisor"
"32403043","24210","Management consultant"
"32403044","24120","Asset consultant"
"32403046","24120","Asset manager"
"32403049","24310","Fundraiser"
"32403056","24130","Investment analyst"
"32403060","24230","Relocation consultant"
"32403061","24230","Relocation agent"
"32403063","24210","International business consultant"
"32403064","24120","Financial consultant"
"32501001","33340","Land agent"
"32501002","33000","Intermediary"
"32501004","33390","Marriage broker"
"32501013","33340","Apartments agent"
"32501018","33340","Estate agent"
"32501020","33330","Employment agent"
"32501027","33340","Real-estate broker"
"32501032","33390","Advertising agent"
"32501036","33210","General agent"
"32501038","33390","Impresario"
"32501040","33000","Agent"
"32501047","33110","Finance agent"
"32501054","33390","Artist agent"
"32501055","24320","Press agent"
"32501056","24320","Information agent"
"32501061","33390","Auctioneer"
"32501065","54190","Traffic agent"
"32501067","33390","Literary agent"
"32501068","33240","Textile agent"
"32501072","33330","Head hunter"
"32501073","34220","Sports agent"
"32502002","52490","Car rental agent"
"32502006","52490","Rental agent"
"32502007","52490","Boat rental agent"
"32502011","14310","Film distributor"
"32502016","52490","Costumier (costume rental)"
"32502017","52490","Room rental agent"
"32502027","52490","Letting agent"
"32502029","33120","Leaser"
"33101001","11200","Chief executive"
"33101002","13231","Building contractor"
"33101003","11200","Chairman | Chairwoman"
"33101009","12110","Authorised signatory"
"33101015","13461","Banker"
"33101018","14310","Ringmaster"
"33101019","14310","Theatre director (private sector)"
"33101023","10000","Manager"
"33101026","25210","Data manager"
"33101029","13210","Manager, electrical industry"
"33101030","12212","Marketing director"
"33101031","13210","Printing office manager"
"33101032","12100","Commercial director"
"33101033","13210","Technical director"
"33101034","12130","Head of executive development"
"33101035","12130","Packaging development manager"
"33101038","12230","Scientific director (private sector)"
"33101039","12211","Sales director"
"33101040","14310","Cinema manager"
"33101041","13462","Health insurance director"
"33101044","13210","Director of a watch factory"
"33101045","13210","Industrial director"
"33101046","13300","Information technology director"
"33101047","13210","Laboratory director"
"33101049","12110","Financial director (private sector)"
"33101050","11200","Managing director of a technical office"
"33101054","13232","Metal construction contractor"
"33101055","13210","Paper mill manager"
"33101056","11200","Chairman of the managing board"
"33101057","11200","Chairman of the corporate executive committee | Chairman of the corporate executive committe"
"33101059","13210","Craft and trade entrepreneur"
"33101060","11200","Beauty institute director"
"33101062","13210","Tool factory manager"
"33101063","13210","Food factory manager"
"33101064","13210","Cosmetics factory manager"
"33101066","11200","Agency director"
"33101069","11200","Insurance director"
"33101070","13240","Purchasing director"
"33101071","14390","Travel agency director"
"33101072","13210","Production director"
"33101073","13210","Technical-administrative director"
"33101074","24310","Artistic director (private sector)"
"33101075","13490","Director of a newspaper"
"33101076","13490","Director of a trustee company"
"33101078","52210","Jewelry director"
"33101079","13240","Forwarding agency director"
"33101081","14310","Sports centre director"
"33101082","12110","Accounting director (private sector)"
"33101083","52210","Boutique director"
"33101084","14390","Garage director"
"33101085","13210","Typography manager"
"33101086","31220","Director of a mechanical workshop"
"33101088","26540","Programme director"
"33101090","13461","Director of a finance company"
"33101092","12120","Labour director"
"33101093","13210","Entrepreneur, electrical industry"
"33101095","11200","General manager"
"33101099","33240","Import-export company manager"
"33101100","11200","Bank general manager"
"33101108","12220","Director of communications"
"33101111","11200","Advertising agency director"
"33101113","13420","Director of a social-medial establishment"
"33101114","13210","Printing office director"
"33101115","14200","Publishing trade director"
"33101118","14390","Tourist agency director"
"33101122","13210","Butcher's shop manager"
"33101124","10000","Engineering office director"
"33101126","12190","Operation director"
"33101128","14200","Shopping centre director"
"33101130","11200","Architectural firm owner"
"33101131","11200","Office owner"
"33101132","13231","Constructor (building director )"
"33101134","13461","Bank director"
"33101136","12212","Marketing manager"
"33101137","13210","Factory director"
"33101138","13231","Construction director"
"33101139","11200","Director (private sector)"
"33101143","13240","Haulier (haulage contractor)"
"33101146","13240","Shipowner"
"33101147","13300","Telecommunications manager"
"33101148","13210","Factory owner"
"33101149","51530","Ground manager"
"33101150","13231","Construction manager"
"33101151","14310","Zoo director"
"33101156","14200","Mail order firm manager"
"33101160","30001","Project manager (board member)"
"33101162","31220","Studio manager"
"33101163","11200","Agency head (board member)"
"33101165","11200","General secretary (private sector)"
"33101168","13420","Hospital administrator (private sector)"
"33101176","13490","Museum director (private sector)"
"33101181","13420","Hospital director (private sector)"
"33101182","11200","Administrative director (private sector)"
"33101187","11200","Administrative manager (private sector)"
"33101196","12110","Authorised signatory, bank"
"33101202","13210","Joinery director"
"33101207","13231","Foundation contractor"
"33101212","14200","Department store manager"
"33101218","26540","Creative director"
"33101226","13210","Industrialist"
"33101227","13420","Medical director"
"33101229","12100","Trade manager"
"33101230","13210","Director (pharmaceutical industry)"
"33101234","34220","Sports director"
"33101235","24130","Risk manager"
"33101236","12212","International medical manager"
"33101238","33220","Account manager"
"33101241","13450","Education manager"
"33101247","12190","Operations manager"
"33101250","13210","Furniture manufacturer"
"33101253","13210","Textile manufacturer"
"33101255","24220","Economic development officer (private sector) | Economic development officer (private sector"
"33101257","13210","Chemical industry director"
"33101258","13210","Machine industry director"
"33101259","13210","Textile industry director"
"33101260","13210","Paper industry director"
"33101261","13210","Food industry director"
"33101262","13210","Metal industry director"
"33101263","13210","Tobacco industry director"
